сапогоу|sapogu
тамо|tamo
съ|﻿sъ
свѣтилꙑ|světidly
ꙇ|i
свѣщами|svěћǢmi
ꙇ|i
орѫжиі|orǫžьji
Ꙇ҃с|jisusъ
же|že
вѣдꙑ|vědy
вьсѣ|vьxa
грѧдѫшта|grędǫћǢ
на|na
н҄ь|ńь
ꙇшьдъ|jьsšьdъ
рече|reče
ꙇмъ|jimъ
кого|kogo
ꙇштете|jьščete
отъвѣшташѧ|otъvěћǢšę
емоу|jemu
ꙇ҃са|jisusa
назарѣа|nazarějǢ
г҃ла|golgola
ꙇмъ|jimъ
и҃с|jisusъ
азъ|azъ
есмь|jesmь
стоѣаше|stojǢaše
же|že
ꙇюда|ijuda
ꙇже|jьže
ꙇ|i
прѣдааше|perdajǢaše
съ|﻿sъ
н҄ими|ńimi
да|da
ѣко|ako
рече|reče
ꙇмъ|jimъ
азъ|azъ
есмь|jesmь
ꙇдѫ|jьdǫ
вьспѧт҄ь|vъspętь
ꙇ|i
падѫ|padǫ
на|na
земл҄и|zemĺi
пакꙑ|paky
же|že
ѩ|ję
въпроси|vъsprosi
ꙇ҃[с|jisusъ
кого|kogo
ꙇштете|jьščete
они|oni
же|že
рѣшѧ|rěšę
ꙇ҃са|jisusa
назарѣа|nazarějǢ
отъвѣшта|otъvěћǢ
и҃[с|jisusъ
рѣхъ|rěxъ
вамъ|vamъ
ѣко|ako
азъ|azъ
есмь|jesmь
аште|aћe
оубо|ubo
мене|mene
ꙇштете|jьščete
не|ne
дѣꙇте|dějěte
сихъ|sixъ
ꙇти|jьti
да|da
събѫдетъ|sъbǫdetъ
сѧ|sę
слово|slovo
еже|ježe
рече|reče
ѣко|ako
ѩже|jęže
далъ|dalъ
еси|jesi
мьнѣ|mъně
не|ne
погоубихъ|pogubixъ
никогоже|nikogože
отъ|otъ
н҄их[ъ|ńixъ
Симонъ|simonъ
же|že
петръ|petrъ
ꙇмꙑ|jьmy
ножь|nožь
ꙇзвлѣче|jьzvelče
і|i
ꙇ|i
оудари|udari
архиереова|arъx́ijerejova
раба|orba
ꙇ|i
оурѣза|urěza
емоу|jemu
оухо|uxo
десное|desnoje
Бѣ|bě
же|že
ꙇмѧ|jьmę
рабоу|orbu
малхъ|malъxъ
Рече|reče
же|že
и҃с|jisusъ
петрови|petrovi
въньзи|vъnьzi
ножь|nožь
въ|vъ
ножьницѧ|nožьnikę
чашѫ|čǢšǫ
ѭже|jǫže
дастъ|dastъ
мьнѣ|mъně
о҃ць|otьkь
не|ne
ꙇмамь|jьmamь
ли|li
пити|piti
еѩ|jeję
спира|spira
же|že
ꙇ|i
тꙑсѫштьникъ|tysǫћьnikъ
ꙇ|i
слоугꙑ|slugy
ꙇюдѣꙇскꙑ|ijudejьsky
ѩшѧ|jęšę
и҃са|jisusa
ꙇ|i
съвѧзашѧ|sъvęzašę
і|jь
Ꙇ|i
ведошѧ|vedošę
і|i
къ|kъ
аннѣ|anъně
прьвѣе|
кѫѭ|kǫjǫ
рѣчь|rěčь
приносите|prinosite
на|na
ч҃ка|čьlověka
сег[о|sego
отъвѣшташѧ|otъvěћǢšę
же|že
ꙇ|i
рѣшѧ|rěšę
емоу|jemu
аште|aћe
не|ne
би|bi
бꙑлъ|bylъ
сь|﻿sъ
зълодѣі|zъlodějь
не|ne
бихомъ|
прѣдали|perdali
его|jego
тебѣ|tebě
рече|reče
же|že
ꙇмъ|jimъ
пилатъ|pilatъ
поꙇмѣте|pojьměte
ꙇ|i
вꙑ|vy
ꙇ|i
по|po
законоу|zakonu
вашемоу|vašemu
сѫдите|sǫdite
емоу|jemu
рѣшѧ|rěšę
же|že
емоу|jemu
ꙇюдѣі|ijudeji
намъ|namъ
не|ne
достоꙇтъ|dostojitъ
никогоже|nikogože
оубити|ubiti
да|da
слово|slovo
ꙇ҃св[о|jisusovo
събѫдетъ|sъbǫdetъ
сѧ|sę
еже|ježe
рече|reče
клепл҄ѧ|klepĺę
коеѭ|kojejǫ
съмрътиѭ|sъmŕ̥tьjǫ
хотѣа|
оумьрѣти|umerti
Вьниде|vъnide
же|že
пакꙑ|paky
пилатъ|pilatъ
въ|vъ
преторъ|pretorъ
ꙇ|i
гласи|corrupted morphology tag
ꙇ҃са|jisusa
ꙇ|i
рече|reče
емоу|jemu
тꙑ|ty
ли|li
еси|jesi
ц҃рь|kěsaŕь
ꙇюдеꙇскъ|ijudejьskъ
отъвѣшта|otъvěћǢ
емоу|jemu
и҃с|jisusъ
о|o
себѣ|sebě
ли|li
се|se
т|300
г҃леши|golgoĺeši
ли|li
ꙇни|jьni
тебѣ|tebě
рѣшѧ|rěšę
о|o
мьнѣ|mъně
Отъвѣшта|otъvěћǢ
пилатъ|pilatъ
еда|jeda
азъ|azъ
жидовинъ|
есмь|jesmь
р[о]дъ|rodъ
твоі|tvojь
ꙇ|i
архиереі|arъx́ijereji
прѣд[а]шѧ|perdašę
тѧ|tę
мнѣ|mъně
чьто|čьto
еси|jesi
сътв[о]рилъ|sъtvorilъ
отъвѣшта|otъvěћǢ
и҃с|jisusъ
ц҃рсо|kěsaŕьstvo
мое|moje
нѣстъ|něstъ
отъ|otъ
сего|sego
мира|mira
аште|aћe
отъ|otъ
сего|sego
мира|mira
би|bi
бꙑло|bylo
ц҃рсо|kěsaŕьstvo
мое|moje
слоугꙑ|slugy
оубо|ubo
моѩ|moję
подвизалꙑ|podvigaly
сѧ|sę
бꙑшѧ|byšę
да|da
не|ne
прѣданъ|perdanъ
бимь|bimь
ꙇюдеомъ|ijudejomъ
нꙑн҄ѣ|nyně
же|že
ц҃рсо|kěsaŕьstvo
мое|moje
нѣстъ|něstъ
отъсѫдоу|otъsǫdu
Рече|reče
же|že
емоу|jemu
пилатъ|pilatъ
оубо|ubo
ц҃рь|kěsaŕь
ли|li
еси|jesi
тꙑ|ty
отъвѣшта|otъvěћǢ
и҃с|jisusъ
тꙑ|ty
г҃леши|golgoĺeši
ѣко|ako
ц҃рь|kěsaŕь
есмь|jesmь
азъ|azъ
азъ|azъ
на|na
се|corrupted morphology tag
родихъ|rodixъ
сѧ|sę
ꙇ|i
на|na
се|corrupted morphology tag
придъ|prijьdъ
въ|vъ
вьсь|vьxь
миръ|mirъ
да|da
съвѣдѣтел҄ьствоуѭ|sъvěděteĺьstvujǫ
о|o
ꙇстинѣ|jьstině
вьсѣкъ|vьxakъ
ꙇже|jьže
естъ|jestъ
отъ|otъ
ꙇстинꙑ|jьstiny
послоушаетъ|poslušǢjetъ
гласа|golsa
моего|mojego
Г҃ла|golgola
емоу|jemu
пилатъ|pilatъ
чьто|čьto
естъ|jestъ
ꙇстина|jьstina
ꙇ|i
се|se
рекъ|rekъ
пакꙑ|paky
ꙇзиде|jьzide
къ|kъ
ꙇюдеомъ|ijudejomъ
ꙇ|i
г҃ла|golgola
ꙇмъ|jimъ
азъ|azъ
ни|ni
единоѩ|jedinoję
винꙑ|viny
не|ne
обрѣтаѭ|obrětajǫ
вь|vъ
н҄емь|ńemь
Естъ|jestъ
же|že
обꙑчаі|obyčǢjь
вамъ|vamъ
да|da
единого|jedinogo
вамъ|vamъ
отъпоуштѫ|otъpušћǫ
на|na
пасхѫ|pasxǫ
Хоштете|xoћete
ли|li
оубо|ubo
да|da
отъпоуштѫ|otъpušћǫ
вамъ|vamъ
ц҃рѣ|kěsaŕǢ
ꙇюдеꙇска|ijudejьska
Възъпишѧ|vъzъpišę
же|že
вⸯси|vьxi
г҃л҄ѭште|golgoĺǫћe
не|ne
сего|sego
нъ|nъ
вараавѫ|varaavǫ
Бѣ|bě
же|že
вараава|varaava
разбоꙇникъ|orzbojьnikъ
тогда|tъgъda
же|že
пилатъ|pilatъ
поѩтъ|pojętъ
ꙇ҃са|jisusa
ꙇ|i
би|bi
і|i
ꙇ|i
воꙇни|vojьni
съплетъше|sъpletъše
отъ|otъ
тръниѣ|tŕ̥nьjǢ
вѣньць|věnьkь
възложишѧ|vъzložišę
на|na
главѫ|golvǫ
емоу|jemu
ꙇ|i
въ|vъ
ризѫ|rizǫ
прапрѫдьнѫ|praprǫdьnǫ
облѣшѧ|obvelšę
і|i
ꙇ|i
похождаахѫ|poxotěaxǫ
къ|kъ
н҄емоу|ńemu
ꙇ|i
г҃лаахѫ|golgolaaxǫ
Радоуꙇ|raduji
сѧ|sę
ц҃рю|kěsaŕu
ꙇюдеꙇскъ|ijudejьskъ
ꙇ|i
биѣахѫ|bьjǢaxǫ
і|i
по|po
ланитама|olnitama
ꙇзиде|jьzide
же|že
пакꙑ|paky
пилатъ|pilatъ
вънъ|vъnъ
ꙇ|i
г҃ла|golgola
ꙇмъ|jimъ
се|corrupted morphology tag
ꙇзвождѫ|jьzvoђǫ
ꙇ|i
вамъ|vamъ
вънъ|vъnъ
да|da
разоумѣете|orzumějete
ѣко|ako
вь|vъ
н҄емь|ńemь
винꙑ|viny
не|ne
обрѣтаѭ|obrětajǫ
Ꙇзиде|jьzide
и҃с|jisusъ
вънъ|vъnъ
носѧ|nosę
тръновъ|tŕ̥novъ
вѣньц[ь|věnьkь
ꙇ|i
прапрѫдьнѫ|praprǫdьnǫ
ризѫ|rizǫ
ꙇ|i
г҃ла|golgola
ꙇмъ|jimъ
се|se
ч҃къ|čьlověkъ
егда|jegъda
же|že
видѣшѧ|viděšę
ꙇ|i
архиереі|arъx́ijereji
ꙇ|i
слоугꙑ|slugy
възъпишѧ|vъzъpišę
г҃лѭште|golgoĺǫћe
пропьни|propьni
пропьни|propьni
г҃ла|golgola
ꙇмъ|jimъ
пилатъ|pilatъ
поꙇмѣте|pojьměte
вꙑ|vy
ꙇ|i
пропьнѣте|propьněte
азъ|azъ
бо|bo
не|ne
обрѣтаѭ|obrětajǫ
вь|vъ
н҄емь|ńemь
винꙑ|viny
отъвѣшташѧ|otъvěћǢšę
емоу|jemu
ꙇюдеі|ijudeji
мꙑ|my
законъ|zakonъ
ꙇмамъ|jьmamъ
ꙇ|i
по|po
законоу|zakonu
нашемоу|našemu
длъжьнъ|dl̥žьnъ
естъ|jestъ
оумьрѣти|umerti
ѣко|ako
с҃нъ|synъ
б҃жіи|božьjь
творитъ|tvoritъ
сѧ|sę
Егда|jegъda
же|že
слꙑша|slyšǢ
пилатъ|pilatъ
се|se
слово|slovo
паче|pače
оубоѣ|ubojǢ
сѧ|sę
ꙇ|i
вьниде|vъnide
въ|vъ
приторъ|
пакꙑ|paky
ꙇ|i
г҃ла|golgola
ꙇ҃сви|jisusovi
пилатъ|pilatъ
же|že
г҃ла|golgola
пакꙑ|paky
ꙇ҃сви|jisusovi
отъкѫдоу|otъkǫdu
еси|jesi
тꙑ|ty
ꙇ|i
и҃с|jisusъ
отъвѣта|otъvěta
не|ne
сътвори|sъtvori
емоу|jemu
г҃ла|golgola
же|že
емоу|jemu
пилатъ|pilatъ
мьнѣ|mъně
ли|li
не|ne
г҃леши|golgoĺeši
не|ne
вѣси|věsi
ли|li
ѣко|ako
власть|volstь
ꙇмамь|jьmamь
пропѧти|propęti
тѧ|tę
ꙇ|i
власть|volstь
ꙇмамь|jьmamь
поустити|pustiti
тѧ|tę
отъвѣшта|otъvěћǢ
и҃с|jisusъ
не|ne
ꙇмаши|jьmaši
области|obvolsti
на|na
мьнѣ|mъně
никоѩже|nikojejęže
аште|aћe
не|ne
би|bi
ти|tebě
дано|dano
съвꙑше|sъvyše
сего|sego
ради|radi
прѣдавꙑ|perdavъjь
мѧ|mę
тебѣ|tebě
бол҄и|
грѣхъ|grěxъ
ꙇматъ|jьmatъ
овъ|ovъ
того|togo
пилатъ|pilatъ
ꙇскаше|jьskaaše
поустити|pustiti
і|i
жидове|
же|že
въпиѣхѫ|vъpьjǢaxǫ
г҃л҄ѭште|golgoĺǫћe
аште|aћe
сего|sego
поустиши|pustiši
нѣси|něsi
дроугъ|drugъ
к҄есареви|ḱesaŕevi
вьсѣкъ|vьxakъ
ꙇже|jьže
сѧ|sę
творитъ|tvoritъ
ц҃рь|kěsaŕь
противитъ|protivitъ
сѧ|sę
к҄есареви|ḱesaŕevi
пилатъ|pilatъ
же|že
слꙑшавъ|slyšǢvъ
та|ta
словеса|slovesa
ꙇзведе|jьzvede
вънъ|vъnъ
ꙇ҃са|jisusa
ꙇ|i
сѣде|sěde
на|na
сѫдишти|sǫdьjišči
на|na
мѣстѣ|městě
нарицаемѣмь|narikajemějemь
литостратѫ|
еврѣꙇскꙑ|jevrejьsky
же|že
гаваата|
бѣ|bě
же|že
параскевьꙉи|parasḱevьǵiji
пасцѣ|pasxě
година|godina
бѣ|bě
ѣко|ako
третиѣѣ|
ꙇ|i
г҃ла|golgola
ꙇмъ|jimъ
се|se
ц҃рь|kěsaŕь
вашь|vašь
они|oni
же|že
въпиѣхѫ|vъpьjǢaxǫ
възьми|vъzьmi
възъми|vъzьmi
пропьни|propьni
і|i
г҃ла|golgola
ꙇмъ|jimъ
пилатъ|pilatъ
ц҃рѣ|kěsaŕǢ
ли|li
вашего|vašego
пропьнѫ|propьnǫ
отъвѣшташѧ|otъvěћǢšę
архиереі|arъx́ijereji
не|ne
ꙇмамъ|jьmamъ
ц҃рѣ|kěsaŕǢ
тъкⸯмо|tъkъmo
к҄есарѣ|ḱesaŕǢ
Тогда|tъgъda
же|že
і|i
прѣдастъ|perdastъ
ꙇмъ|jimъ
да|da
ꙇ|i
пропьнѫтъ|propьnǫtъ
Они|oni
же|že
поемъше|pojьmъše
і|i
вѣсѧ|věsę
ꙇ|i
самъ|samъ
си|semu
несꙑ|nesy
к҃рстъ|krьstъ
ꙇзиде|jьzide
же|že
въ|vъ
нарицамое|
краниево|kranijevo
мѣсто|město
еже|ježe
г҃летъ|golgoĺetъ
сѧ|sę
еврѣꙇскꙑ|jevrejьsky
ꙉолъꙉота|corrupted morphology tag
ꙇде|jьde
ꙇ|i
пропѧсѧ|propęsę
Ꙇ|i
съ|﻿sъ
н҄имь|ńimь
ꙇна|jьna
дъва|dъva
сѫдоу|sǫdu
ꙇ|i
овѫдоу|ovǫdu
посрѣдѣ|
же|že
ꙇ҃са|jisusa
Напⸯса|napьsa
же|že
ꙇ|i
титьлъ|
пилатъ|pilatъ
ꙇ|i
положи|položi
і|i
на|na
к҃рстѣ|krьstě
бѣ|bě
же|že
напⸯсано|napьsano
и҃с|jisusъ
назарѣі|nazarějь
ц҃рь|kěsaŕь
ꙇюдѣꙇскъ|ijudejьskъ
сего|sego
же|že
титъла|
мнози|mъnogi
чишѧ|
отъ|otъ
ꙇюдѣі|ijudeji
ѣко|ako
близъ|
бѣ|bě
мѣсто|město
града|gorda
ꙇдеже|jьdeže
пропѧшѧ|propęšę
ꙇ҃са|jisusa
ꙇ|i
бѣ|bě
напⸯсано|napьsano
евреꙇскꙑ|jevrejьsky
ꙇ|i
грьчьскꙑ|grьčьsky
латиньскꙑ|latinьsky
г҃лаахѫ|golgolaaxǫ
же|že
пилатови|pilatovi
архиереі|arъx́ijereji
ꙇюдѣꙇсци|
не|ne
пиши|piši
ц҃рь|kěsaŕь
ꙇюдеꙇскъ|ijudejьskъ
отъвѣшта|otъvěћǢ
пилатъ|pilatъ
еже|ježe
пⸯсахъ|
пⸯсахъ|
Воꙇни|vojьni
же|že
егда|jegъda
пропѧшѧ|propęšę
ꙇ҃са|jisusa
приѩшѧ|prijęšę
ризꙑ|rizy
его|jego
ꙇ|i
сътворишѧ|sъtvorišę
четꙑри|četyri
чѧсти|čęsti
комоуждо|komužьdo
воꙇноу|vojьnu
чѧсть|čęstь
ꙇ|i
хитонъ|x́itonъ
бѣ|bě
же|že
хитонъ|x́itonъ
не|ne
шьвенъ|
ꙇ|i
съ|﻿sъ
връхоу|vŕ̥xu
ꙇстъканъ|jьstъkanъ
вьсь|vьxь
рѣшѧ|rěšę
же|že
къ|kъ
себѣ|sebě
не|ne
прѣдерѣмъ|perderěmъ
его|jego
нъ|nъ
метѣмъ|
жрѣбиѩ|žerbьję
о|o
н҄ь|ńь
комоу|komu
бѫдетъ|bǫdetъ
да|da
събѫдѫтъ|sъbǫdǫtъ
сѧ|sę
кън҄игꙑ|kъńigy
г҃лѭштѧѩ|golgoĺǫћęję
раздѣлишѧ|orzdělišę
себѣ|sebě
ризꙑ|rizy
моѩ|moję
ꙇ|i
о|o
матизмъ|matizmъ
моі|mojь
меташѧ|metašę
жрѣбиѩ|žerbьję
воꙇни|vojьni
же|že
оубо|ubo
си|si
сътворишѧ|sъtvorišę
Стоѣахѫ|stojǢaxǫ
же|že
при|pri
к҃рстѣ|krьstě
ꙇ҃свѣ|jisusově
мати|mati
его|jego
ꙇ|i
сестра|sestra
матере|matere
его|jego
мариѣ|marijǢ
клеопова|klejopova
ꙇ|i
мариѣ|marijǢ
магдалꙑн҄и|
ꙇ҃с|jisusъ
же|že
видѣвъ|viděvъ
матерь|materь
ꙇ|i
оученика|učenika
стоѩшта|stojęћǢ
егоже|jegože
л҄юбл҄ѣаше|ĺubĺǢaše
г҃ла|golgola
матери|materi
жено|ženo
се|se
с҃нъ|synъ
твоі|tvojь
потомь|potomь
же|že
оученикоу|učeniku
се|se
мати|mati
твоѣ|tvojǢ
ꙇ|i
отъ|otъ
того|togo
часа|čǢsa
поѩтъ|pojętъ
ѭ|jǫ
оученикъ|učenikъ
въ|vъ
своѣ|svojǢ
си|semu
По|po
семь|semь
вѣдꙑ|vědy
и҃с|jisusъ
ѣко|ako
вⸯсѣ|vьxa
юже|juže
съвръшишѧ|sъvŕ̥šišę
сѧ|sę
да|da
събѫдѫтъ|sъbǫdǫtъ
сѧ|sę
кън҄игꙑ|kъńigy
г҃ла|golgola
жѧждѫ|
съсѫдъ|sъsǫdъ
же|že
стоѣше|stojǢaše
плънъ|pĺ̥nъ
оць[та|okьta
гѫбѫ|gǫbǫ
же|že
наплън҄ьше|
оцьт[а|okьta
на|na
усопъ|üsopъ
вьзнезъше|vъznьzъše
придѣшѧ|priděšę
къ|kъ
оустомъ|ustomъ
его|jego
Егда|jegъda
же|že
приѩтъ|prijętъ
оцьтъ|okьtъ
ꙇ҃с|jisusъ
рече|reče
съвръши|sъvŕ̥ši
сѧ|sę
ꙇ|i
прѣклонь|perklońь
главѫ|golvǫ
прѣдастъ|perdastъ
д҃хъ|duxъ
Ꙇюдѣꙇ|ijudeji
же|že
пон҄еже|pońeže
параскевьꙉи|parasḱevьǵiji
бѣ|bě
да|da
не|ne
останѫтъ|ostanǫtъ
на|na
к҃рстѣ|krьstě
тѣлеса|tělesa
въ|vъ
сѫботѫ|sǫbotǫ
бѣ|bě
бо|bo
вел҄и|velьjь
дьнь|dьnь
тоѩ|toję
сѫботꙑ|sǫboty
молишѧ|modlišę
пилата|pilata
да|da
прѣбиѭтъ|perbьjǫtъ
голѣни|golěni
ꙇхъ|jixъ
ꙇ|i
възъмѫтъ|vъzьmǫtъ
ѩ|ję
придѫ|prijьdǫ
же|že
воꙇни|vojьni
ꙇ|i
пръвоумоу|pŕ̥vujemu
прѣбишѧ|perbišę
голѣни|golěni
ꙇ|i
дроугоумоу|drugujemu
пропѧтоумоу|propętujemu
съ|﻿sъ
н҄имь|ńimь
на|na
ꙇ҃са|jisusa
же|že
пришьдъше|prišьdъše
ѣко|ako
видѣшѧ|viděšę
і|i
юже|juže
оумьръшь|umьrъšь
не|ne
прѣбишѧ|perbišę
емоу|jemu
голѣнию|golěnьju
нъ|nъ
единъ|jedinъ
отъ|otъ
воꙇнъ|vojьnъ
копиемь|kopьjemь
емоу|jemu
ребра|rebra
прободе|probode
ꙇ|i
изиде|jьzide
абие|abьje
кръвь|krъvь
ꙇ|i
вода|voda
ꙇ|i
истинно|jьstinьno
естъ|jestъ
съвѣдѣтел҄ьство|sъvěděteĺьstvo
его|jego
ꙇ|i
тъ|tъ
вѣстъ|věstъ
ѣко|ako
ꙇстинѫ|jьstinǫ
г҃летъ|golgoĺetъ
да|da
ꙇ|i
вꙑ|vy
вѣрѫ|věrǫ
ꙇмете|jьmete
бꙑшѧ|byšę
бо|bo
си|si
да|da
събѫдѫтъ|sъbǫdǫtъ
сѧ|sę
кън҄игꙑ|kъńigy
кость|kostь
не|ne
съкроушитъ|sъkrušitъ
сѧ|sę
отъ|otъ
н҄его|ńego
ꙇ|i
пакꙑ|paky
дроугꙑѩ|drugyję
кън҄игꙑ|kъńigy
г҃лѭтъ|golgoĺǫtъ
възьрѧтъ|vъzьrętъ
на|na
н҄его|ńego
иже|jiže
пробасѧ|probasę
По|po
сихъ|sixъ
же|že
моли|modli
пилата|pilata
ꙇосифъ|ijosifъ
ꙇже|jьže
бѣ|bě
отъ|otъ
ариматѣѩ|arimateję
сꙑ|sy
оученикъ|učenikъ
ꙇ҃свъ|jisusovъ
таꙇнъ|tajьnъ
же|že
за|za
страхъ|straxъ
ꙇюдеꙇскъ|ijudejьskъ
да|da
възъметъ|vъzьmetъ
тѣло|tělo
ꙇ҃сво|jisusovo
ꙇ|i
повелѣ|povelě
пилатъ|pilatъ
приде|prijьde
же|že
ꙇ|i
вьзѧтъ|vъzętъ
тѣло|tělo
ꙇ҃сво|jisusovo
Приде|prijьde
же|že
ꙇ|i
никодимъ|nikodimъ
пришьдꙑ|prišьdlьkę
къ|kъ
ꙇ҃сви|jisusovi
ноштиѭ|noћьjǫ
прѣжде|perђe
несꙑ|nesy
съмѣшение|sъměšenьje
змърно|
ꙇ|i
олъгоуꙇно|
ѣко|ako
ꙇ|i
ливръ|
съто|sъto
приѩсте|prijęste
же|že
тѣло|tělo
ꙇ҃сво|jisusovo
ꙇ|i
обисте|obviste
е|je
ризами|rizami
съ|﻿sъ
ароматꙑ|aromaty
ѣкоже|akože
обꙑчаі|obyčǢjь
естъ|jestъ
ꙇюдѣомъ|ijudejomъ
погрѣбати|pogrěbati
бѣ|bě
же|že
на|na
мѣстѣ|městě
ꙇдеже|jьdeže
і|i
пропѧшѧ|propęšę
врътъпъ|vŕ̥tъpъ
ꙇ|i
въ|vъ
врътъпѣ|vŕ̥tъpě
гробъ|grobъ
новъ|novъ
вь|vъ
н҄емьже|ńemьže
не|ne
бѣ|bě
николиже|nikoliže
никⸯтоже|nikъtože
не|ne
бѣ|bě
положенъ|položenъ
тоу|tu
же|že
за|za
параскевьꙉиѭ|parasḱevьǵijejǫ
ꙇюдѣꙇскѫ|ijudejьskojǫ
ѣко|ako
близъ|
бѣаше|běaše
гробъ|grobъ
идеже|jьdeže
положисте|položiste
ꙇ҃са|jisusa
Въ|vъ
единѫ|jedinǫ
же|že
сѫботь|sǫbota
мариѣ|marijǢ
магдалꙑн҄и|magъdalyńi
приде|prijьde
за|za
оутра|utra
еште|ješče
сѫшти|sǫћi
тъмѣ|tьmě
на|na
гробъ|grobъ
ꙇ|i
видѣ|vidě
камень|kamenь
вьзѧтъ|vъzętъ
отъ|otъ
гроба|groba
тече|teče
ꙇ|i
приде|prijьde
къ|kъ
симоноу|simonu
петроу|petru
ꙇ|i
къ|kъ
дроугоумоу|drugujemu
оученикоу|učeniku
егоже|jegože
л҄юбл҄ѣаше|ĺubĺǢaše
ꙇ҃с|jisusъ
ꙇ|i
г҃ла|golgola
ꙇма|jima
вьзѧшѧ|vъzęšę
г҃ѣ|gospoda
отъ-|otъ
-же|že
г҃ла|golgola
томѣ|tomě
принеси|prinesi
пръстъ|pŕ̥stъ
твоі|tvojь
сѣмо|sěmo
ꙇ|i
виждь|viђь
рѫцѣ|rǫkě
моі|moji
ꙇ|i
принеси|prinesi
рѫкѫ|rǫkǫ
твоѭ|tvojǫ
ꙇ|i
въложи|vъloži
въ|vъ
ребра|rebra
моѣ|mojǢ
ꙇ|i
не|ne
бѫди|bǫdi
невѣрьнъ|nevěrьnъ
нъ|nъ
вѣрьнъ|věrьnъ
Отъвѣшта|otъvěћǢ
тома|toma
ꙇ|i
рече|reče
емоу|jemu
г҃ь|gospodь
моі|mojь
б҃ъ|bogъ
моі|mojь
г҃ла|golgola
емоу|jemu
и҃с|jisusъ
ѣко|ako
видѣвъ|viděvъ
мѧ|mę
вѣрова|věrova
блажени|bolženi
не|ne
видѣвъшеі|viděvъšeji
ꙇ|i
вѣровавъшеі|věrovavъšeji
многа|mъnoga
же|že
ꙇ[на|jьna
знамениѣ|znamenьjǢ
створи|sъtvori
и҃с|jisusъ
прѣдъ|perdъ
оученикꙑ|učeniky
своꙇми|svojimi
ѣже|jǢže
не|ne
сѫтъ|sǫtъ
пⸯсана|
въ|vъ
кън҄игахъ|kъńigaxъ
сихъ|sixъ
си|si
же|že
пⸯсана|
бꙑшѧ|byšę
да|da
вѣрѫ|věrǫ
ꙇмете|jьmete
ѣко|ako
и҃с|jisusъ
естъ|jestъ
х҃ъ|xristosъ
с҃нъ|synъ
б҃жіи|božьjь
ꙇ|i
вѣроуѭште|věrujǫћe
живота|života
вѣчьнаго|věčьnajego
ꙇмате|jьmate
въ|vъ
імѧ|jьmę
его|jego
По|po
семь|semь
ѣви|avi
сѧ|sę
пакꙑ|paky
и҃с|jisusъ
оученикомъ|učenikomъ
своꙇмъ|svojimъ
на|na
мори|moŕi
тиверьѣдьсцѣмь|tiverьjǢdьskějemь
ѣви|avi
же|že
сѧ|sę
сице|sike
бѣахѫ|běaxǫ
въкоупѣ|vъkupě
симонъ|simonъ
петръ|petrъ
ꙇ|i
ѳома|toma
нарицаемꙑ|narikajemъjь
близньць|bliznьkь
ꙇ|i
натанаꙇл҄ь|natanajiĺь
ꙇже|jьže
бѣ|bě
отъ|otъ
кана|kana
галилеꙇскꙑ|galilejьsky
ꙇ|i
с҃на|syna
зеведѣова|zevedejova
ꙇ|i
ина|jьna
два|dъva
от[ъ|otъ
оученикъ|učenikъ
его|jego
г҃ла|golgola
ꙇмъ|jimъ
си]монъ|simonъ
петръ|petrъ
ꙇдѫ|jьdǫ
рꙑбъ|rybъ
[ло]витъ|lovitъ
г҃лашѧ|golgolašę
емоу|jemu
ꙇдемъ|jьdemъ
ꙇ|i
мꙑ|my
съ|﻿sъ
тобоѭ|tobojǫ
ꙇ|i
идѫ|jьdǫ
ꙇ|i
вьсѣдѫ|vъsědǫ
въ|vъ
корабл҄ь|korabĺь
ꙇ|i
въ|vъ
тѫ|tǫ
нош[т]ь|noћь
не|ne
ѩшѧ|jęšę
ничесоже|ničesože
оутр[оу|utru
ж]е|že
абие|abьje
бꙑвъшю|byvъšu
ста|sta
и҃с|jisusъ
при|pri
брѣѕѣ|bergě
не|ne
познашѧ|poznašę
же|že
оученици|učeniki
ѣко|ako
и҃с|jisusъ
естъ|jestъ
г҃ла|golgola
же|že
ꙇмъ|jimъ
и҃с|jisusъ
дѣти|děti
еда|jeda
чьто|čьto
сънѣдьно|sъnědьno
ꙇмате|jьmate
отъвѣшташѧ|otъvěћǢšę
же|že
емоу|jemu
ни|ni
онъ|onъ
же|že
рече|reče
ꙇмъ|jimъ
въвръзѣте|vъvŕ̥gěte
о|o
деснѫѭ|desnǫjǫ
странѫ|stornǫ
мрѣжѧ|meržę
ꙇ|i
обрѧштете|obręћete
въвръ[г]ѫ|vъvŕ̥gǫ
же|že
ꙇ|i
къ|kъ
томоу|tomu
не|ne
можаахѫ|možǢaxǫ
привлѣшти|privelћi
еѩ|jeję
отъ|otъ
множьства|mъnožьstva
рꙑбъ|rybъ
Г҃ла|golgola
же|že
оученикъ|učenikъ
